word,mean_RT,acc,N_corr,N_wrg,Length(N_letters),NSyll,OLD,raw_KF,raw_CELEX,raw_BNC,raw_COCA,raw_ANC,raw_SUBTLEX-UK,raw_SUBTLEX-US,raw_HAL,raw_Worldlex,raw_Usenet,raw_BlogFreq,raw_TwitterFreq,raw_NewsFreq,raw_GB_AmE,raw_GB_BrE,zipf_KF,zipf_Celex,zipf_BNC,zipf_COCA,zipf_ANC,zipf_SUBTLEX-UK,zipf_SUBTLEX-US,zipf_HAL,zipf_USENET,zipf_WorldLex,zipf_Blog,zipf_Twitter,zipf_News,zipf_GB_AmE,zipf_GB_BrE,subj_Freq_ratings
job,631.66,0.986,71,1,3,1,1.2,238,4372,22891,148453,5170,81108,21063,152135,37349,23349704,10449,13259,13641,14056081,2262803,5.35,5.37,5.36,5.45,5.36,5.6,5.62,5.54,6.48,5.55,5.43,5.63,5.58,4.96,4.82,6.03
keep,595.75,1,72,0,4,1,1.5,264,6264,27813,178382,6156,106457,35846,183906,52895,2026588,17886,22561,12448,24185805,6650955,5.4,5.53,5.44,5.53,5.44,5.72,5.85,5.62,5.42,5.7,5.67,5.86,5.54,5.19,5.29,6.06
kind,604.78,1,72,0,4,1,1.45,313,8005,23797,216141,13669,80609,30125,131849,30858,1664773,13505,8598,8755,30696113,10594902,5.47,5.63,5.37,5.62,5.79,5.6,5.77,5.48,5.33,5.47,5.55,5.44,5.39,5.3,5.49,6.43
knives,790.58,0.972,70,2,6,1,2.3,7,156,668,3614,124,1232,353,2722,488,30683,219,121,148,708758,203307,3.88,3.93,3.82,3.84,3.75,3.79,3.84,3.79,3.6,3.67,3.76,3.59,3.62,3.66,3.78,4.06
knowledge,749.35,1,72,0,9,2,3.8,145,2421,14588,68414,1984,11175,1302,83911,6610,2584248,3520,1643,1447,26794406,9492877,5.14,5.11,5.16,5.12,4.95,4.74,4.41,5.28,5.52,4.8,4.96,4.72,4.61,5.24,5.45,6.17
known,632.84,0.986,71,1,5,1,1.9,245,4560,25822,107994,5944,39708,6300,84923,16513,1188727,7312,1834,7367,40220522,13616884,5.36,5.39,5.41,5.32,5.42,5.29,5.09,5.29,5.18,5.2,5.28,4.77,5.32,5.41,5.6,5.63
last,589.53,0.972,70,2,4,1,1.15,676,11755,72182,407517,17555,189843,36878,291284,124898,3234936,35920,37446,51532,51117538,18730770,5.8,5.8,5.85,5.89,5.89,5.97,5.86,5.82,5.62,6.08,5.97,6.08,6.16,5.52,5.74,6.26
later,630.13,0.986,71,1,5,2,1.5,397,7490,39496,186397,5491,63866,14889,108034,32711,1493302,12547,6543,13621,39404177,11394140,5.57,5.6,5.59,5.55,5.39,5.5,5.46,5.39,5.28,5.49,5.51,5.32,5.58,5.41,5.53,5.91
latex,934.67,0.083,6,66,5,2,1.9,2,9,104,1332,72,143,74,7715,168,24745,68,62,38,288924,61256,3.45,2.73,3.02,3.41,3.51,2.85,3.17,4.24,3.5,3.21,3.25,3.3,3.04,3.27,3.26,1.06
launch,750.09,0.944,68,4,6,1,1.85,10,290,3160,14746,384,4631,1018,13019,4010,162997,998,1661,1351,1119700,314518,4.01,4.19,4.5,4.45,4.24,4.36,4.3,4.47,4.32,4.58,4.41,4.73,4.58,3.86,3.97,4.4
leagues,955.21,0.736,53,19,7,1,2.5,8,24,208,4363,141,379,107,2335,898,13667,96,168,634,901401,400863,3.93,3.13,3.32,3.92,3.8,3.28,3.33,3.72,3.24,3.93,3.4,3.73,4.25,3.76,4.07,3.26
lifeboat,959.68,0.833,60,12,8,2,3.4,4,21,491,677,4,1011,71,182,125,2065,37,11,77,70531,30190,3.67,3.07,3.69,3.11,2.35,3.7,3.15,2.62,2.42,3.08,2.99,2.58,3.34,2.66,2.95,2.94
linking,739.18,0.931,67,5,7,2,1.65,6,110,1473,4400,222,797,67,5988,961,43165,587,156,218,844475,282645,3.82,3.77,4.16,3.93,4,3.6,3.12,4.13,3.74,3.96,4.18,3.7,3.79,3.74,3.92,4.74
listed,844.05,0.889,64,8,6,2,1.75,44,315,3286,14182,902,2877,284,54165,3454,646845,1320,439,1695,4614295,684076,4.63,4.23,4.51,4.43,4.61,4.15,3.75,5.09,4.92,4.52,4.54,4.15,4.68,4.47,4.3,4.34
loathed,893.36,0.389,28,44,7,1,1.95,4,55,156,553,24,152,20,526,78,3060,45,4,29,132872,55408,3.67,3.48,3.19,3.03,3.05,2.88,2.61,3.08,2.59,2.88,3.08,2.2,2.93,2.93,3.21,1.86
looking,613.38,1,72,0,7,2,1.7,173,5428,26638,152771,4689,141942,22066,226966,49342,2158448,14965,25511,8866,16241815,4612166,5.21,5.46,5.42,5.47,5.32,5.85,5.64,5.71,5.44,5.67,5.59,5.91,5.4,5.02,5.13,5.37
luckier,823.54,0.861,62,10,7,2,2.5,1,23,62,314,9,116,48,180,64,1880,21,32,11,37105,12781,3.27,3.11,2.79,2.78,2.65,2.76,2.98,2.61,2.38,2.79,2.76,3.02,2.53,2.38,2.57,3.43
lumber,861.97,0.486,35,37,6,2,1.65,35,33,67,3463,59,94,126,1363,285,17240,109,30,146,1335541,89688,4.53,3.26,2.83,3.82,3.43,2.67,3.4,3.49,3.35,3.44,3.46,3,3.62,3.94,3.42,2.71
maintains,972.68,0.917,66,6,9,2,3.05,16,108,869,5996,232,370,57,6399,568,176921,174,18,376,1541213,410836,4.2,3.77,3.94,4.06,4.02,3.26,3.06,4.16,4.36,3.73,3.66,2.78,4.03,4,4.08,4.77
major,685.96,0.986,71,1,5,2,1.85,247,3322,29088,121742,6062,22389,5343,100373,16196,1062329,4873,2644,8679,20371271,4340231,5.37,5.25,5.46,5.37,5.43,5.05,5.02,5.36,5.14,5.19,5.1,4.93,5.39,5.12,5.11,5.6
manhood,912.74,0.528,38,34,7,2,2.9,6,102,204,1351,30,132,146,831,128,12633,76,34,18,1016393,278124,3.82,3.74,3.31,3.41,3.14,2.82,3.46,3.28,3.21,3.09,3.3,3.05,2.73,3.82,3.91,3.03
manor,925.38,0.111,8,64,5,2,1.8,5,119,1912,2298,54,1691,174,1616,461,11282,165,44,252,415993,621086,3.75,3.81,4.28,3.64,3.39,3.92,3.53,3.56,3.16,3.64,3.64,3.16,3.85,3.43,4.26,1.86
mean,626.76,0.986,71,1,4,1,1.35,199,7547,44098,230731,16231,102184,63443,151693,26706,1934350,9983,12603,4120,22336582,6633732,5.27,5.61,5.64,5.65,5.86,5.7,6.09,5.54,5.4,5.41,5.41,5.61,5.06,5.16,5.29,5.66
meetings,788.24,0.986,71,1,8,2,2.55,28,924,5353,21432,687,3609,530,11848,4200,308288,915,1037,2248,4839122,1291326,4.44,4.7,4.72,4.61,4.49,4.25,4.02,4.43,4.6,4.6,4.38,4.52,4.8,4.49,4.58,4.66
mice,823.05,0.903,65,7,4,1,1.25,10,184,1028,5824,2521,1643,335,4181,532,39299,254,140,138,1606308,362207,4.01,4,4.01,4.05,5.05,3.91,3.82,3.98,3.7,3.71,3.82,3.65,3.59,4.02,4.03,3.74
minister,914.56,0.903,65,7,8,3,2.35,61,1843,24213,36581,1429,56046,941,22530,3576,491984,1947,184,1445,5043839,1833773,4.77,5,5.38,4.85,4.81,5.44,4.27,4.71,4.8,4.53,4.7,3.77,4.61,4.51,4.73,4.31
mirror,706.96,0.944,68,4,6,1,2.5,27,735,3913,21669,374,5672,1233,27107,2931,250143,1354,916,661,2928295,706865,4.42,4.6,4.59,4.62,4.22,4.45,4.38,4.79,4.51,4.45,4.55,4.47,4.27,4.28,4.32,4.57
morning,723.99,0.986,71,1,7,2,1.85,211,5406,21144,148332,3816,63276,22389,36262,46407,573649,11938,26645,7824,18708960,6128631,5.3,5.46,5.32,5.45,5.23,5.5,5.64,4.92,4.87,5.65,5.49,5.93,5.34,5.08,5.26,6
mouths,775.55,0.958,69,3,6,1,1.8,8,238,606,4233,89,1190,273,2195,546,32710,278,153,115,1064663,409361,3.93,4.11,3.78,3.91,3.6,3.77,3.73,3.7,3.62,3.72,3.86,3.69,3.51,3.84,4.08,4.09
move,661.34,0.944,68,4,4,1,1.35,171,3314,20427,110226,3440,61657,21325,80091,23411,1163464,7666,6660,9085,14253436,3626293,5.21,5.25,5.31,5.32,5.19,5.49,5.62,5.26,5.17,5.35,5.3,5.33,5.41,4.96,5.03,5.63
must,660.81,0.958,69,3,4,1,1.2,1013,16520,72571,212138,7890,94298,35661,306094,37258,6591617,15795,12477,8986,113858718,36973926,5.98,5.95,5.86,5.61,5.55,5.67,5.84,5.84,5.93,5.55,5.61,5.6,5.4,5.87,6.04,6.4
nastier,1207.32,0.333,24,48,7,2,2.5,1,12,56,248,16,95,14,313,32,3955,11,11,10,12186,3893,3.27,2.84,2.75,2.68,2.88,2.68,2.47,2.85,2.71,2.5,2.49,2.58,2.49,1.9,2.06,1.69
necessary,855.17,0.986,71,1,9,4,3.55,222,2899,18108,52166,2211,7193,2345,60899,6484,1660839,3062,956,2466,34525187,10521121,5.32,5.19,5.25,5,4.99,4.55,4.66,5.14,5.33,4.79,4.9,4.49,4.84,5.35,5.49,5.97
nerve,852.61,0.889,64,8,5,1,1.8,12,257,1349,8787,495,3560,1171,4196,943,64980,347,281,315,6594769,1418824,4.09,4.14,4.13,4.23,4.35,4.25,4.36,3.98,3.92,3.95,3.96,3.95,3.95,4.63,4.62,4.43
never,656.55,0.986,71,1,5,2,1.75,698,16068,55899,343708,13272,155547,69490,303028,81826,4611534,31167,33694,16965,63263794,21024377,5.82,5.94,5.74,5.82,5.77,5.89,6.13,5.84,5.77,5.89,5.91,6.03,5.68,5.61,5.79,5.91
nights,713.37,0.986,71,1,6,1,1.7,33,650,2797,17887,516,4792,1727,13905,5459,141292,1851,2261,1347,2311860,750813,4.5,4.54,4.44,4.53,4.36,4.38,4.53,4.5,4.26,4.72,4.68,4.86,4.58,4.17,4.34,5.17
noisier,1028.43,0.694,50,22,7,2,2.75,1,5,29,179,5,96,7,168,16,1478,8,3,5,25098,7463,3.27,2.51,2.47,2.54,2.43,2.68,2.19,2.58,2.28,2.21,2.37,2.11,2.23,2.21,2.34,2.69
normal,690.31,1,72,0,6,2,1.8,136,1683,12454,40982,3292,16247,3589,70982,7632,789221,4061,1754,1817,18679862,3969546,5.11,4.96,5.09,4.89,5.17,4.91,4.85,5.21,5.01,4.86,5.02,4.75,4.71,5.08,5.07,5.46
numbers,739.47,1,72,0,7,2,2.4,125,1624,11321,56658,2575,17070,2020,73323,8402,884063,2772,1417,4213,13035774,3781226,5.07,4.94,5.05,5.04,5.06,4.93,4.6,5.22,5.06,4.9,4.86,4.66,5.07,4.92,5.05,5.29
office,658.29,0.958,69,3,6,2,2.5,255,4460,25684,132108,5607,27400,10399,88401,27512,1695383,5838,6383,15291,20214695,5146943,5.38,5.38,5.41,5.4,5.4,5.13,5.31,5.3,5.34,5.42,5.18,5.31,5.63,5.12,5.18,5.54
older,673.64,0.972,70,2,5,2,1.6,93,1817,8970,60487,2259,11483,2135,37078,8216,335558,3426,1571,3219,10293131,2276405,4.95,4.99,4.95,5.06,5,4.76,4.62,4.93,4.63,4.89,4.95,4.7,4.96,4.82,4.83,5.03
opportunity,845.17,0.986,71,1,11,5,4.4,121,1286,10257,54328,1633,23806,2091,55800,11744,1883473,4406,2298,5040,11143226,3291895,5.06,4.84,5.01,5.02,4.86,5.07,4.61,5.1,5.38,5.05,5.06,4.87,5.15,4.86,4.99,5.63
orientation,1035.74,0.681,49,23,11,4,3.15,16,107,1049,11421,387,208,124,6855,832,88648,276,300,256,2985932,572945,4.2,3.76,4.02,4.34,4.24,3.02,3.39,4.19,4.06,3.9,3.86,3.98,3.86,4.28,4.23,2.74
outbreak,889.85,0.903,65,7,8,2,3.3,2,108,964,5118,182,1129,99,1023,407,23663,147,54,206,1098648,430212,3.45,3.77,3.98,3.99,3.91,3.75,3.29,3.37,3.48,3.59,3.59,3.24,3.77,3.85,4.1,3.83
pamper,938.65,0.278,20,52,6,2,1.7,1,8,32,258,12,98,26,88,96,1199,35,46,15,33525,14482,3.27,2.68,2.51,2.7,2.76,2.69,2.72,2.31,2.19,2.97,2.97,3.18,2.65,2.34,2.63,1.63
particle,1003.71,0.708,51,21,8,3,2.65,21,76,692,3285,194,609,91,5898,128,48983,71,26,31,2309533,664107,4.32,3.62,3.84,3.8,3.94,3.48,3.26,4.13,3.8,3.09,3.27,2.94,2.95,4.17,4.29,2.94
patron,963.88,0.639,46,26,6,2,1.85,4,104,783,3140,141,821,158,1673,676,16207,170,322,184,1055191,585868,3.67,3.75,3.89,3.78,3.8,3.61,3.49,3.58,3.32,3.81,3.65,4.01,3.72,3.83,4.24,3.03
peaches,878.24,0.986,71,1,7,2,1.7,1,57,132,2530,50,560,208,713,424,5697,211,108,105,310939,53832,3.27,3.49,3.12,3.69,3.36,3.44,3.61,3.21,2.86,3.61,3.74,3.54,3.47,3.3,3.2,3.4
pebble,895.75,0.194,14,58,6,2,2.05,1,85,193,1432,28,461,65,604,240,4579,65,49,126,194252,67842,3.27,3.66,3.28,3.44,3.11,3.36,3.11,3.14,2.77,3.36,3.23,3.2,3.55,3.1,3.3,1.54
perhaps,730.66,0.986,71,1,7,2,3,307,8487,35040,109700,4070,33844,6939,109435,13786,1087345,7962,1723,4101,24298632,9794299,5.46,5.66,5.54,5.32,5.26,5.22,5.13,5.4,5.15,5.12,5.32,4.74,5.06,5.2,5.46,5.69
perimeter,1104.57,0.361,26,46,9,4,3,1,83,453,3951,75,342,461,938,504,15764,100,55,349,474007,100523,3.27,3.65,3.65,3.88,3.53,3.23,3.96,3.33,3.31,3.68,3.42,3.25,3.99,3.49,3.47,1.71
periodic,1147.3,0.403,29,43,8,4,3.25,9,79,564,2946,187,406,21,4909,187,55650,73,21,93,1417087,272340,3.97,3.63,3.75,3.75,3.92,3.31,2.63,4.05,3.85,3.25,3.28,2.85,3.42,3.96,3.9,1.71
picking,759.72,0.986,71,1,7,2,1.7,14,485,2112,13798,462,7151,1658,8684,3548,94407,1349,1177,1022,1254018,293791,4.15,4.42,4.32,4.42,4.32,4.55,4.51,4.29,4.08,4.53,4.55,4.58,4.46,3.91,3.94,3.94
place,608.78,1,72,0,5,1,1.55,571,9768,48651,250949,8648,121307,30736,195199,51119,1964623,22960,11415,16744,64414262,23384089,5.73,5.72,5.68,5.68,5.59,5.78,5.78,5.65,5.4,5.69,5.78,5.56,5.67,5.62,5.84,5.91
played,689.04,0.972,70,2,6,1,1.7,104,2040,11262,64497,2523,36547,2870,66128,18702,467676,4500,3988,10214,8124198,2581331,4.99,5.04,5.05,5.09,5.05,5.26,4.75,5.18,4.78,5.25,5.07,5.11,5.46,4.72,4.88,5.37
pleasure,645.44,1,72,0,8,2,2.65,62,1495,5248,21569,550,9271,4118,16862,4652,160994,1779,2360,513,9075059,3952230,4.77,4.9,4.72,4.62,4.39,4.66,4.91,4.58,4.32,4.65,4.67,4.88,4.16,4.77,5.07,5.89
plunging,1020.33,0.639,46,26,8,2,2.15,3,73,295,1530,81,239,23,469,170,5847,53,12,105,321016,99729,3.57,3.6,3.47,3.47,3.56,3.08,2.67,3.03,2.88,3.21,3.15,2.62,3.47,3.32,3.47,3.03
plus,692.39,0.986,71,1,4,1,1.75,72,835,7921,40013,2676,12168,2399,99584,11011,1690275,4301,3223,3487,5196357,1276899,4.84,4.65,4.89,4.88,5.08,4.78,4.67,5.35,5.34,5.02,5.05,5.01,4.99,4.53,4.57,4.6
possession,929.7,0.917,66,6,10,3,2.7,21,508,2858,7577,217,3648,680,6706,2372,116671,474,213,1685,7346544,3137164,4.32,4.44,4.45,4.16,3.99,4.26,4.12,4.18,4.18,4.35,4.09,3.84,4.68,4.68,4.96,4.51
pound,766.02,0.917,66,6,5,1,1.55,28,769,6867,10508,461,6584,708,7611,1894,87738,827,407,660,3103192,772495,4.44,4.62,4.83,4.3,4.31,4.51,4.14,4.24,4.05,4.26,4.33,4.12,4.27,4.3,4.36,4.11
presidential,968.9,0.875,63,9,12,4,3.35,34,205,2135,32793,1443,1671,285,6168,4085,194633,621,404,3060,1558889,134510,4.52,4.04,4.33,4.8,4.81,3.92,3.75,4.15,4.4,4.59,4.21,4.11,4.94,4,3.6,4.2
prevent,708.82,0.986,71,1,7,2,1.9,83,1028,6769,31753,1321,4533,666,29122,4212,537956,1550,495,2167,11092299,3245265,4.9,4.74,4.83,4.78,4.77,4.35,4.12,4.82,4.84,4.6,4.61,4.2,4.79,4.85,4.98,5.6
probably,738.37,0.986,71,1,8,3,2.9,261,5151,27303,129447,9956,78443,14323,205006,27977,1667982,12585,8606,6786,23907195,8171760,5.39,5.44,5.43,5.39,5.65,5.59,5.45,5.67,5.33,5.43,5.51,5.44,5.28,5.19,5.38,5.97
problems,656.71,0.972,70,2,8,2,2.8,247,4268,27495,120169,4275,30529,3931,193241,13129,1396392,4503,2876,5750,26075633,5374864,5.37,5.36,5.43,5.36,5.28,5.18,4.89,5.64,5.25,5.1,5.07,4.96,5.21,5.23,5.2,6.2
products,744.46,1,72,0,8,2,2.4,108,779,10610,48632,2719,5743,312,94325,9206,1165455,3861,1805,3540,12305956,2618568,5.01,4.62,5.02,4.97,5.08,4.45,3.79,5.33,5.18,4.94,5,4.76,5,4.9,4.89,5.4
proposals,1012.69,0.861,62,10,9,3,3.6,29,567,6829,10025,572,5441,74,9716,1637,112606,310,189,1138,2058051,830218,4.45,4.48,4.83,4.28,4.41,4.43,3.17,4.34,4.16,4.19,3.91,3.78,4.51,4.12,4.39,4.43
prototype,1119.79,0.222,16,56,9,3,3.95,3,83,678,3400,116,620,169,5936,349,54339,114,94,141,727952,221617,3.57,3.65,3.83,3.81,3.72,3.49,3.52,4.13,3.84,3.52,3.48,3.48,3.6,3.67,3.81,2.09
provides,764.4,1,72,0,8,2,2.2,81,711,8364,38516,1926,2839,137,44337,4515,2222310,1799,413,2303,9788895,2129942,4.89,4.58,4.92,4.87,4.93,4.15,3.43,5,5.46,4.63,4.67,4.12,4.81,4.8,4.8,5.49
punched,892.27,0.903,65,7,7,1,1.7,1,100,475,3316,58,881,282,2435,1081,18245,484,223,374,454706,66742,3.27,3.73,3.67,3.8,3.42,3.64,3.74,3.74,3.37,4.01,4.1,3.85,4.02,3.47,3.29,3.69
purchases,946.65,0.972,70,2,9,3,3.15,16,79,873,4974,240,862,54,4675,1358,42944,464,182,712,1288433,252086,4.2,3.63,3.94,3.98,4.03,3.63,3.03,4.03,3.74,4.11,4.08,3.77,4.3,3.92,3.87,4.29
purest,1051.65,0.667,48,24,6,2,1.95,3,44,150,755,21,146,49,540,97,6010,59,22,16,505779,212873,3.57,3.38,3.17,3.16,2.99,2.86,2.99,3.09,2.89,2.97,3.19,2.87,2.68,3.51,3.8,2.69
quarter,872.74,0.944,68,4,7,2,2.1,34,967,7464,26052,1139,10074,1327,11705,9011,136996,1132,1265,6614,5365324,2133816,4.52,4.72,4.87,4.7,4.71,4.7,4.41,4.42,4.25,4.93,4.47,4.61,5.27,4.54,4.8,4.6
quieter,926.73,0.75,54,18,7,2,2.4,4,83,401,1793,61,887,71,934,252,7849,108,40,104,200412,72976,3.67,3.65,3.6,3.54,3.44,3.64,3.15,3.33,3,3.38,3.45,3.12,3.47,3.11,3.33,2.66
reasonably,924.06,0.986,71,1,10,4,3.15,34,508,3061,5758,350,2233,118,11375,792,93703,464,78,250,2389168,749362,4.52,4.44,4.48,4.04,4.19,4.04,3.37,4.41,4.08,3.88,4.08,3.4,3.85,4.19,4.34,4.29
received,715.88,1,72,0,8,2,2.1,163,1500,13276,57388,2436,8989,1436,60413,12349,2969226,4391,1492,6466,23163794,8249409,5.19,4.91,5.12,5.04,5.04,4.65,4.45,5.14,5.58,5.07,5.06,4.68,5.26,5.17,5.38,4.97
reef,845.43,0.597,43,29,4,1,1.7,11,123,529,2976,91,1235,204,2981,257,15743,102,43,112,463997,170880,4.05,3.82,3.72,3.76,3.61,3.79,3.6,3.83,3.31,3.39,3.43,3.15,3.5,3.48,3.7,2.2
relating,817.97,0.972,70,2,8,3,1.9,20,193,3674,4829,334,1185,58,8251,620,111340,388,71,161,3692017,1549158,4.3,4.02,4.56,3.97,4.17,3.77,3.06,4.27,4.16,3.77,4,3.36,3.66,4.38,4.66,4.29
relationship,906.75,0.986,71,1,12,4,4.5,88,1711,12888,78139,2422,14492,3452,33496,10453,412891,4897,2556,3000,16336862,3780566,4.92,4.96,5.11,5.18,5.03,4.86,4.83,4.88,4.72,5,5.1,4.91,4.93,5.02,5.05,5.77
requires,806.45,0.986,71,1,8,2,2.55,57,628,5270,29936,1419,2460,489,46800,3962,724031,1415,527,2020,9780931,2372970,4.74,4.53,4.72,4.76,4.8,4.09,3.98,5.03,4.97,4.58,4.57,4.23,4.76,4.8,4.84,5.14
response,751.68,1,72,0,8,2,2.55,77,1250,9984,63287,4180,9788,821,77995,7883,810812,2926,1807,3150,15098940,3104288,4.86,4.83,4.99,5.08,5.27,4.69,4.21,5.25,5.02,4.88,4.88,4.76,4.95,4.99,4.96,5.34
responsible,796.81,1,72,0,11,4,3.55,71,1350,9429,35235,1792,9946,2298,47150,4523,1682694,1800,615,2108,8858908,2362901,4.83,4.86,4.97,4.83,4.9,4.69,4.65,5.03,5.33,4.63,4.67,4.29,4.77,4.76,4.84,5.37
reveal,824.86,0.903,65,7,6,2,1.85,30,432,2668,17285,600,11778,476,7720,2161,138486,1146,291,724,3467966,850512,4.46,4.37,4.42,4.52,4.43,4.77,3.97,4.24,4.25,4.31,4.47,3.97,4.31,4.35,4.4,4.8
revival,934.96,0.764,55,17,7,3,2.55,8,172,1198,5018,209,1073,60,1931,732,24911,244,115,373,1386133,493871,3.93,3.97,4.07,3.98,3.97,3.73,3.08,3.64,3.51,3.84,3.8,3.57,4.02,3.95,4.16,4
ribbon,812.82,0.833,60,12,6,2,2.65,12,105,669,4098,97,765,258,3592,2458,25192,1958,147,353,781558,203613,4.09,3.75,3.82,3.9,3.64,3.58,3.71,3.91,3.51,4.37,4.71,3.67,4,3.7,3.78,3.49
richest,745.3,0.972,70,2,7,2,2.65,5,143,516,3034,102,1279,206,987,391,34305,152,91,148,796627,301736,3.75,3.89,3.71,3.76,3.66,3.8,3.61,3.35,3.64,3.57,3.6,3.47,3.62,3.71,3.95,3.69
right,599.43,1,72,0,5,1,1.45,613,14779,87633,588451,31587,463884,204428,388384,102522,4632817,34143,46133,22246,64889210,17626140,5.76,5.9,5.94,6.05,6.15,6.36,6.6,5.95,5.77,5.99,5.95,6.17,5.8,5.62,5.71,6.34
rises,715.86,0.986,71,1,5,2,1.5,20,344,1821,8307,219,2734,205,2534,855,35912,361,174,320,2648841,997084,4.3,4.27,4.26,4.2,3.99,4.13,3.61,3.76,3.66,3.91,3.97,3.75,3.96,4.23,4.47,4.94
roast,703.07,0.972,70,2,5,1,1.75,10,151,551,5204,128,3083,499,1484,1460,21605,634,330,496,505609,140324,4.01,3.91,3.74,4,3.76,4.18,3.99,3.53,3.44,4.14,4.22,4.02,4.15,3.51,3.62,3.74
room,628.94,1,72,0,4,1,1.4,383,8249,30920,199239,4579,79926,22415,85138,32959,806481,14131,8152,10676,30602915,7829656,5.56,5.65,5.49,5.58,5.31,5.6,5.64,5.29,5.02,5.5,5.57,5.42,5.48,5.3,5.36,5.83
rough,694.15,1,72,0,5,1,1.7,41,774,3526,15842,562,5794,1907,10148,3170,101765,1241,1140,789,4176798,1445875,4.6,4.62,4.54,4.48,4.4,4.46,4.57,4.36,4.12,4.48,4.51,4.56,4.35,4.43,4.63,4.54
ruler,783.48,0.972,70,2,5,2,1.8,3,137,893,2645,108,864,162,2703,394,66668,275,41,78,1659585,612703,3.57,3.87,3.95,3.7,3.69,3.63,3.5,3.79,3.93,3.58,3.86,3.13,3.35,4.03,4.26,3.4
running,637.18,1,72,0,7,2,1.8,123,2925,14000,85149,2673,36784,8054,145182,21758,965249,7493,6071,8194,9606337,2614118,5.07,5.2,5.14,5.21,5.08,5.26,5.2,5.52,5.09,5.32,5.29,5.29,5.36,4.79,4.89,4.94
sadism,1155.29,0.264,19,53,6,3,2.35,3,28,63,278,11,32,9,311,26,4709,15,4,7,102908,25598,3.57,3.19,2.8,2.73,2.73,2.21,2.29,2.85,2.78,2.41,2.62,2.2,2.35,2.82,2.88,2.03
sat,803.17,0.931,67,5,3,1,1,150,4085,12176,66742,981,10079,1459,33312,9135,1122774,3578,3301,2256,10555338,2875619,5.15,5.34,5.08,5.11,4.64,4.7,4.46,4.88,5.16,4.94,4.97,5.02,4.8,4.83,4.93,5.2
saying,661.63,1,72,0,6,2,1.5,113,3811,18503,134179,5558,72475,14874,95390,22840,1319002,7745,7361,7734,12033147,3903371,5.03,5.31,5.26,5.41,5.39,5.56,5.46,5.34,5.23,5.34,5.3,5.37,5.34,4.89,5.06,5.51
second,641.54,0.986,71,1,6,2,2.45,373,6089,41454,182573,7769,82060,14513,150377,36886,1326721,11863,5886,19137,42738935,13247314,5.55,5.51,5.61,5.54,5.54,5.61,5.45,5.53,5.23,5.55,5.49,5.27,5.73,5.44,5.59,5.94
security,805.97,0.986,71,1,8,4,2.8,91,2095,13837,105714,5198,16272,4810,62549,10854,2033646,3092,1372,6390,9340223,2490207,4.94,5.05,5.14,5.31,5.37,4.91,4.97,5.15,5.42,5.01,4.91,4.64,5.26,4.78,4.86,5.34
seems,684.23,0.986,71,1,5,1,1.6,259,4342,21194,99522,6763,41118,8545,164633,21861,1408035,11064,5900,4897,25673954,9754231,5.39,5.37,5.32,5.28,5.48,5.31,5.22,5.57,5.26,5.32,5.46,5.28,5.14,5.22,5.46,5.74
selection,755.65,0.986,71,1,9,3,2,39,539,6038,19276,1743,3640,232,23385,3805,239405,1398,664,1743,6503831,1547949,4.57,4.46,4.78,4.57,4.89,4.26,3.66,4.73,4.49,4.56,4.56,4.33,4.69,4.62,4.66,3.89
sent,661.49,0.972,70,2,4,1,1.15,145,2755,13715,59416,2185,20912,7038,91673,13893,3272319,4702,4310,4881,21082803,8687711,5.14,5.17,5.13,5.06,4.99,5.02,5.14,5.32,5.62,5.12,5.09,5.14,5.14,5.13,5.41,4.97
sentencing,1113.33,0.569,41,31,10,3,3.25,1,25,564,3078,192,768,70,980,807,22362,78,39,690,241399,65990,3.27,3.14,3.75,3.77,3.94,3.58,3.14,3.35,3.46,3.89,3.31,3.11,4.29,3.19,3.29,2.6
separating,1063.4,0.819,59,13,10,4,2.75,7,105,607,3254,144,630,66,1638,326,17969,161,37,128,1144552,331140,3.88,3.75,3.78,3.79,3.81,3.5,3.12,3.57,3.36,3.49,3.62,3.08,3.56,3.87,3.99,3.34
services,787.36,0.972,70,2,8,3,2.6,139,1656,24928,86096,4870,22383,1053,132688,14523,2129995,3800,2019,8704,17152504,4704986,5.12,4.95,5.39,5.22,5.34,5.05,4.31,5.48,5.44,5.14,4.99,4.81,5.39,5.04,5.14,4.83
session,797.56,0.847,61,11,7,2,2.15,80,461,4421,20091,508,4335,678,27845,8398,170463,2007,3818,2573,4890949,1065133,4.88,4.39,4.64,4.59,4.36,4.33,4.12,4.8,4.34,4.9,4.72,5.09,4.86,4.5,4.5,3.77
shorter,735.55,0.986,71,1,7,2,1.9,19,316,1791,8491,497,1670,300,7682,1290,59994,576,308,406,2562294,751333,4.27,4.23,4.25,4.21,4.35,3.92,3.77,4.24,3.89,4.09,4.18,3.99,4.06,4.22,4.34,4.49
shout,762.18,0.944,68,4,5,1,1.55,9,356,1478,4695,98,5415,839,3285,5690,376205,585,4957,148,1110349,352920,3.97,4.28,4.17,3.95,3.65,4.43,4.22,3.87,4.68,4.73,4.18,5.2,3.62,3.86,4.02,4.89
